date_time,plant_id,ambient_temperature,module_temperature,irradiation
2020-06-15 17:30:00,4136001,26.5507874,28.628019366666663,0.1046070664
2020-06-15 17:45:00,4136001,26.566401000000003,28.61441468965517,0.0853782175172413
2020-06-15 18:00:00,4136001,26.52256586206896,27.98930210344828,0.0637848718965517
2020-06-15 18:15:00,4136001,26.360552689655165,27.035613931034487,0.0432422757931034
2020-06-15 18:30:00,4136001,26.2162729,26.2780466,0.0235382528333333
2020-06-15 18:45:00,4136001,26.025801,25.681154413793102,0.0063746502151724
2020-06-15 19:00:00,4136001,25.977797366666664,25.4262787,2.0468108333333333e-05
2020-06-15 19:15:00,4136001,25.69472346666668,25.1349934,0.0
2020-06-15 19:30:00,4136001,25.57116468965517,24.753649413793102,0.0
2020-06-15 19:45:00,4136001,25.54436513333333,24.447017433333333,0.0
2020-06-15 20:00:00,4136001,25.423041931034483,24.233159517241376,0.0
2020-06-15 20:15:00,4136001,25.380932366666663,24.37551273333333,0.0
2020-06-15 20:30:00,4136001,25.353494,24.39252426666668,0.0
2020-06-15 20:45:00,4136001,25.238386413793105,24.3006655862069,0.0
2020-06-15 21:00:00,4136001,25.02231336666667,23.9145406,0.0
2020-06-15 21:15:00,4136001,24.862420310344827,23.73207244827585,0.0
2020-06-15 21:30:00,4136001,24.78279923333333,23.7751811,0.0
2020-06-15 21:45:00,4136001,24.82402820689656,23.956389379310348,0.0
2020-06-15 22:00:00,4136001,24.740294333333328,23.904019033333338,0.0
2020-06-15 22:15:00,4136001,24.60149133333333,23.88575026666667,0.0
2020-06-15 22:30:00,4136001,24.58470113793104,24.06934224137932,0.0
2020-06-15 22:45:00,4136001,24.6104572,24.226723199999995,0.0
2020-06-15 23:00:00,4136001,24.623876896551728,24.29973310344828,0.0
2020-06-15 23:15:00,4136001,24.478887900000004,24.09663800000001,0.0
2020-06-15 23:30:00,4136001,24.127244133333328,23.3043773,0.0
2020-06-15 23:45:00,4136001,24.21627196551724,22.99775006896552,0.0
2020-06-16 00:00:00,4136001,24.232802466666666,23.00721946666667,0.0
2020-06-16 00:15:00,4136001,24.267906448275863,23.38954534482759,0.0
2020-06-16 00:30:00,4136001,24.174091666666666,23.475119066666664,0.0
2020-06-16 00:45:00,4136001,24.00077893103448,22.97504717241379,0.0
2020-06-16 01:00:00,4136001,23.92812166666667,22.84316716666667,0.0
2020-06-16 01:15:00,4136001,23.88256216666667,22.92287263333333,0.0
2020-06-16 01:30:00,4136001,23.93120275862069,23.15796427586207,0.0
2020-06-16 01:45:00,4136001,24.0918224,23.367249733333328,0.0
2020-06-16 02:00:00,4136001,24.087300344827582,23.05347944827587,0.0
2020-06-16 02:15:00,4136001,23.955603033333333,23.07524006666667,0.0
2020-06-16 02:30:00,4136001,23.93550603333333,23.111076766666667,0.0
2020-06-16 02:45:00,4136001,24.02117934482759,23.400910586206887,0.0
2020-06-16 03:00:00,4136001,23.7031547,23.2302114,0.0
2020-06-16 03:15:00,4136001,24.000390517241385,23.13305151724138,0.0
2020-06-16 03:30:00,4136001,24.0750521,22.90254403333333,0.0
2020-06-16 03:45:00,4136001,24.046031310344823,22.70867193103448,0.0
2020-06-16 04:00:00,4136001,24.0400963,22.55592033333334,0.0
2020-06-16 04:15:00,4136001,24.002804689655168,22.56424272413793,0.0
2020-06-16 04:30:00,4136001,24.007177966666664,22.7844391,0.0
2020-06-16 04:45:00,4136001,24.005709066666668,22.99325466666667,0.0
2020-06-16 05:00:00,4136001,24.05566962068966,23.299116586206896,0.0
2020-06-16 05:15:00,4136001,24.045504033333334,23.1849335,0.0
2020-06-16 05:30:00,4136001,24.07248475862069,22.98191475862069,0.0
2020-06-16 05:45:00,4136001,24.026342,22.9824371,0.0003096604275
2020-06-16 06:00:00,4136001,24.0312691724138,23.13576431034483,0.0078786957413793
2020-06-16 06:15:00,4136001,24.226424166666675,23.72798766666666,0.0272717213666666
2020-06-16 06:30:00,4136001,24.453495448275856,24.644800655172418,0.0508422554827586
2020-06-16 06:45:00,4136001,24.652406633333328,25.55196726666667,0.0809884197666666
2020-06-16 07:00:00,4136001,24.9378722,26.587941566666665,0.1142949158
2020-06-16 07:15:00,4136001,25.151438862068964,27.4229261724138,0.137224215137931
2020-06-16 07:30:00,4136001,25.37138456666667,28.49546413333333,0.1741159716666666
2020-06-16 07:45:00,4136001,25.650555724137927,29.344728517241386,0.1999448096551724
2020-06-16 08:00:00,4136001,25.99828293333333,30.62721456666667,0.2459549753333333
2020-06-16 08:15:00,4136001,26.51300062068965,32.46179948275864,0.2993449948275862
2020-06-16 08:30:00,4136001,26.84512623333333,33.790195566666675,0.3334688676666667
2020-06-16 08:45:00,4136001,26.954664344827584,33.82962682758622,0.3349574768965517
2020-06-16 09:00:00,4136001,27.07185513793104,34.197098586206884,0.3541714110344829
2020-06-16 09:15:00,4136001,26.756863333333328,32.452368333333325,0.275874822
2020-06-16 09:30:00,4136001,27.18115962068965,34.36980244827585,0.3721497541379311
2020-06-16 09:45:00,4136001,27.4878663,35.95871056666667,0.4241206086666666
2020-06-16 10:00:00,4136001,27.86508813793104,36.855866448275854,0.4501332131034482
2020-06-16 10:15:00,4136001,28.315391033333327,39.082299766666665,0.5222235923333332
2020-06-16 10:30:00,4136001,28.50779148275862,39.2861232413793,0.4539040027586206
2020-06-16 10:45:00,4136001,28.663845800000004,39.3069314,0.4735442633333332
2020-06-16 11:00:00,4136001,28.428806758620688,37.97691079310346,0.4350143279310344
2020-06-16 11:15:00,4136001,28.543545533333333,38.4572754,0.4930474616666666
2020-06-16 11:30:00,4136001,29.67149510344827,44.916273482758605,0.7684594155172412
2020-06-16 11:45:00,4136001,29.99492096666667,46.36462913333333,0.6149510469999999
2020-06-16 12:00:00,4136001,29.50476093103448,42.10252848275862,0.5206054248275863
2020-06-16 12:15:00,4136001,28.9934031,39.03961593333332,0.3585138956666666
2020-06-16 12:30:00,4136001,28.96235703448276,38.16141906896552,0.5022143431034481
2020-06-16 12:45:00,4136001,29.784460466666665,41.95145250000001,0.5490756356666665
2020-06-16 13:00:00,4136001,29.940903275862063,41.30325327586206,0.5731489579310346
2020-06-16 13:15:00,4136001,30.244002366666663,42.88808180000001,0.5665455406666667
2020-06-16 13:30:00,4136001,29.7209051724138,39.2953772413793,0.3407377748275862
